name,definition,cas
"N,N-Dimethylacetamide","N,N-Dimethylacetamide",127-19-5
"N,N-Dimethylaniline","N,N-Dimethylaniline",121-69-7
"N,N-Dimethylethylamine","N,N-Dimethylethylamine",598-56-1
Naled,Naled,
Naphthalene,Naphthalene,91-20-3
National Grid Ref,National Grid Ref,
n-Butyl Acrylate,n-Butyl Acrylate,141-32-2
n-Butyl Chloroformate,n-Butyl Chloroformate,592-34-7
n-Butylbenzene,n-Butylbenzene,
n-Butyric acid,n-Butyric acid,
n-Caproic acid,n-Caproic acid,
n-Dibutyl phthalate,n-Dibutyl phthalate,
Neopentane,Neopentane,463-82-1
Net total annual production,Net total annual production,
n-Heptane,n-Heptane,142-82-5
n-Hexane,n-Hexane,110-54-3
Nickel,Nickel,7440-02-0
Nicotine,Nicotine,54-11-5
Nitrate,Nitrate,769-73-2
Nitric Acid,Nitric Acid,7697-37-2
Nitrite,Nitrite,14797-65-0
Nitrobenzene,Nitrobenzene,98-95-3
Nitrogen,Nitrogen,7727-37-9
Nitrogen Dioxide,Nitrogen Dioxide,10102-44-0
Nitrogen Oxides,Nitrogen Oxides,
Nitromethane,Nitromethane,75-52-5
Nitrous Oxide,Nitrous Oxide,10024-97-2
Nitrous oxide (N2O),Nitrous oxide (N2O),10024-97-2
N-Methylaniline,N-Methylaniline,100-61-8
NMVOCs,NMVOCs,
n-Nitrosodiethylamine,n-Nitrosodiethylamine,
n-Nitrosodimethylamine,n-Nitrosodimethylamine,
n-Nitroso-di-N-butylamine,n-Nitroso-di-N-butylamine,
n-Nitroso-di-n-propylamine,n-Nitroso-di-n-propylamine,
n-Nitrosodiphenylamine,n-Nitrosodiphenylamine,
n-Nitrosomethylethylamine,n-Nitrosomethylethylamine,
n-Nitrosopiperidine,n-Nitrosopiperidine,
n-Nitrosopyrrolidine,n-Nitrosopyrrolidine,
Nonylphenol,Nonylphenol,25154-52-3
Nonylphenol ethoxylate,Nonylphenol ethoxylate,
Nonylphenols,Nonylphenols,
NOX,mono-nitrogen oxides NO and NO ₂,
n-Propyl Acetate,n-Propyl Acetate,109-60-4
n-Propylbenzene,n-Propylbenzene,
NTA (Nitrilotriacetic Acid),NTA (Nitrilotriacetic Acid),139-13-9
n-Valeric acid,n-Valeric acid,
O2,Oxygen,
o-Acetylsalicyclic Acid,o-Acetylsalicyclic Acid,50-78-2
o-Chlorotoluene,o-Chlorotoluene,
Octylphenol,Octylphenol,1806-26-4
Octylphenols,Octylphenols,
Odour,Odour,
Odour Description,Odour Description,
Odour Extent,Odour Extent,
Odour Intensity,Odour Intensity,
Oil and Grease,Oil and Grease,
Oil and Grease (Visual),Oil and Grease (Visual),
Oil and Grease Saponifiable,Oil and Grease Saponifiable,
Oil and Grease Unsaponifiable,Oil and Grease Unsaponifiable,
Oil/Grease,Oil/Grease,
Omethoate,Omethoate,1113-02-6
Organochlorine Pesticides,Organochlorine Pesticides,
Organohalogens,Organohalogens,
Organophosphorous compounds,Organophosphorous compounds,
Organophosphorus Compounds,Organophosphorus Compounds,
Organotin compounds,Organotin compounds,
Orthophosphate,Orthophosphate,
Orthophosphoric Acid,Orthophosphoric Acid,7664-38-2
Osmium Tetraoxide (As Os),Osmium Tetraoxide (As Os),20816-12-0
Other Energy Produced,Other Energy Produced,
Other inputs of water/moisture,Other inputs of water/moisture,
Other Solid Residues,Other Solid Residues,
o-Toluidene,o-Toluidene,95-53-4
o-toluidine,o-toluidine,
Oxalic Acid,Oxalic Acid,144-62-7
Oxides of Nitrogen (NO and NO2 expressed as NO2),Oxides of Nitrogen (NO and NO2 expressed as NO2),10102-44-0
Oxidisability,Oxidisability,
Oxydemeton-methyl,Oxydemeton-methyl,
Oxygen,Oxygen,7782-44-7
Ozone,Ozone,10028-15-6
"p,p-DDT (1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane)","p,p-DDT (1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane)",50-29-3
PAHs (Polycyclic Aromatic Hydrocarbons),PAHs (Polycyclic Aromatic Hydrocarbons),
"Paracetamol, Inhalable Dust","Paracetamol, Inhalable Dust",103-90-2
"Paraffin Wax, Fume","Paraffin Wax, Fume",8002-74-2
p-Aramid Respirable Fibres,p-Aramid Respirable Fibres,26125-61-1
"Paraquat Dichloride, Respirable Dust","Paraquat Dichloride, Respirable Dust",1910-42-5
Parathion,Parathion,56-38-2
Parathion-ethyl,Parathion-ethyl,
Parathion-methyl,Parathion-methyl,
Particles,Particles,
Particles (PM10),Particles (PM10),
Particulates,Particulates,
Particulates (PM10),Particulates (PM10),
PCB101,PCB101,
PCB118,PCB118,
PCB123,PCB123,
PCB138,PCB138,
PCB153,PCB153,
PCB180,PCB180,
PCB28,PCB28,
PCB52,PCB52,
PCBs (Polychlorinated Biphenyls),PCBs (Polychlorinated Biphenyls),1336-36-3
PCDDs and PCDFs (Polychlorinated Dibenzodioxins and Dibenzofurans),PCDDs and PCDFs (Polychlorinated Dibenzodioxins and Dibenzofurans),
p-Chloroaniline,p-Chloroaniline,
p-Chlorotoluene,p-Chlorotoluene,
PCSDs,PCSDs,
p-Dimethylaminoazobenzene,p-Dimethylaminoazobenzene,
Pendimethalin,Pendimethalin,40487-42-1
penta-BDPE (Pentabromodiphenyl Ether),penta-BDPE (Pentabromodiphenyl Ether),32534-81-9
Pentacarbonyliron (As Fe),Pentacarbonyliron (As Fe),13463-40-6
Pentachlorobenzene,Pentachlorobenzene,608-93-5
Pentachloroethane,Pentachloroethane,
Pentachloronitrobenzene,Pentachloronitrobenzene,
Pentachlorophenol,Pentachlorophenol,87-86-5
Pentachlorophenol (PCP),Pentachlorophenol (PCP),
Pentaerythritol,Pentaerythritol,115-77-5
Pentan-2-one,Pentan-2-one,107-87-9
Pentan-3-one,Pentan-3-one,96-22-0
Pentane,Pentane,109-66-0
Pentanes,Pentanes,
Pentyl Acetates (All Isomers),Pentyl Acetates (All Isomers),
Perfluorooctane Acid,Perfluorooctane Acid,
Perfluorooctane Sulphonate,Perfluorooctane Sulphonate,
Permanganate value,Permanganate value,
Permethrin,Permethrin,52645-53-1
Personnel,Personnel,
Pesticides - Total,Pesticides - Total,
"Pesticides (Other Than Aldrin, Dieldrin, Heptachlor, Heptachlor Epoxide)","Pesticides (Other Than Aldrin, Dieldrin, Heptachlor, Heptachlor Epoxide)",
Petroleum Hydrocarbons,Petroleum Hydrocarbons,
pH,pH,
Phenanthrene,Phenanthrene,
Phenanthrene ESG SVOC,Phenanthrene ESG SVOC,
Phenol,Phenol,108-95-2
Phenolic Compounds,Phenolic Compounds,
Phenols,Phenols,
Phenols (Phenol Index) Paranitraniline 4-Aminoantipyrene,Phenols (Phenol Index) Paranitraniline 4-Aminoantipyrene,
Phenols Monohydric,Phenols Monohydric,
Phenylamine,Phenylamine,
Phorate,Phorate,298-02-2
Phosalone,Phosalone,
Phosfamidon,Phosfamidon,
Phosgene,Phosgene,75-44-5
Phosphates,Phosphates,
Phosphine,Phosphine,7803-51-2
Phosphorus,Phosphorus,7723-14-0
Phosphorus Pentachloride,Phosphorus Pentachloride,10026-13-8
Phosphorus Trichloride,Phosphorus Trichloride,2125683
"Phosphorus, soluble reactive","Phosphorus, soluble reactive",
"Phosphorus, Total Inorganic","Phosphorus, Total Inorganic",
Phosphoryl Trichloride,Phosphoryl Trichloride,10025-87-3
Phthalic Anhydride,Phthalic Anhydride,85-44-9
Picloram,Picloram,6607
Picric Acid,Picric Acid,88-89-1
Piperazine,Piperazine,110-85-0
Piperazine Dihydrochloride,Piperazine Dihydrochloride,142-64-3
Piperidine,Piperidine,110-89-4
Pirimicarb,Pirimicarb,23103-98-2
Pirimiphos-ethyl,Pirimiphos-ethyl,
Pirimiphos-methyl,Pirimiphos-methyl,29232-93-7
p-isopropyltoluene,p-isopropyltoluene,
Plaster of Paris,Plaster of Paris,26499-65-0
Plate Count 22C,Plate Count 22C,
Plate Count 37C,Plate Count 37C,
Platinum,Platinum,2023600
"Platinum Compounds, Soluble (As Pt)","Platinum Compounds, Soluble (As Pt)",
PM10 24hra,PM10 24hra,
PM10 in Air,PM10 in Air,
PM2.5 24hra,PM2.5 24hra,
Poisonous substances,Poisonous substances,
Polyvinyl Chloride,Polyvinyl Chloride,9002-86-2
Portland Cement,Portland Cement,65997-15-1
Potassium,Potassium,
Potassium Hydroxide,Potassium Hydroxide,1310-58-3
Power Generated,Power Generated,
p-Phenylenediamine,p-Phenylenediamine,106-50-3
Precipitation,Precipitation,
Pressure,Pressure,
Presumptive Clostridia,Presumptive Clostridia,
Presumptive F.Coli,Presumptive F.Coli,
Presumptive T.Coli,Presumptive T.Coli,
PresumptiveEnterococci,PresumptiveEnterococci,
Prochloraz,Prochloraz,67747-09-5
Prometon,Prometon,
Prometryne,Prometryne,
Pronamide,Pronamide,
Prop-2-yn-1-ol,Prop-2-yn-1-ol,107-19-7
Propan-1-ol,Propan-1-ol,71-23-8
Propan-2-ol,Propan-2-ol,67-63-0
Propane,Propane,
"Propane-1,2-diol","Propane-1,2-diol",57-55-6
Propanil,Propanil,
Propazine,Propazine,
Propetamphos,Propetamphos,31218-83-4
Propionic Acid,Propionic Acid,79-09-4
Propoxur,Propoxur,114-26-1
Propranolol,Propranolol,525-66-6
Propylbenzene,Propylbenzene,
Propylene,Propylene,
Propylene Oxide,Propylene Oxide,75-56-9
Propyzamide,Propyzamide,23950-58-5
Pseudomonas aeruginosa,Pseudomonas aeruginosa,
p-Toluenesulphonyl Chloride,p-Toluenesulphonyl Chloride,98-59-9
Pulse Count,Pulse Count,
Pulverised Fuel Ash,Pulverised Fuel Ash,
Pump count value,Pump count value,
Pump Valve position On/Off,Pump Valve position On/Off,
Purge Volume,Purge Volume,
Purged Water Volume,Purged Water Volume,
Pyrene,Pyrene,
Pyrethrum,Pyrethrum,8003-34-7
Pyridine,Pyridine,110-86-1
Pyriproxyfen,Pyriproxyfen,95737-68-1
Pyrocatechol,Pyrocatechol,120-80-9
Quantity Waste Incinerated,Quantity Waste Incinerated,
Radon,Radon,10043-92-2
Rapidly settleable solids,Rapidly settleable solids,
Reason for not sampling,Reason for not sampling,
Redox Potential,Redox Potential,
Refractory Ceramic Fibres and Special Purpose Fibres,Refractory Ceramic Fibres and Special Purpose Fibres,
Relative Pressure,Relative Pressure,
Residual Organic Carbon,Residual Organic Carbon,
Resorcinol,Resorcinol,108-46-3
Response Zone,Response Zone,
Retention Time,Retention Time,
Rhodium (As Rh),Rhodium (As Rh),7440-16-6
Rising/Falling,Rising/Falling,
Ronnel,Ronnel,
Rosin-Based Solder Flux Fume,Rosin-Based Solder Flux Fume,2246493
Rotenone,Rotenone,83-79-4
Rouge,Rouge,1309-37-1
Rubber Fume,Rubber Fume,
Rubber Process Dust,Rubber Process Dust,
Safrole,Safrole,
Salinity,Salinity,
Salmonella,Salmonella,
Sample Method,Sample Method,
Sample Ref No,Sample Ref No,
Sampler Name,Sampler Name,
Saturation Depth,Saturation Depth,
Saxitoxin,Saxitoxin,35523-89-8
"Sb, As, Pb, Cr, Co, Cu, Mn, Ni and V and their compounds (total)","Sb, As, Pb, Cr, Co, Cu, Mn, Ni and V and their compounds (total)",
Secbumeton,Secbumeton,
sec-Butyl Acetate,sec-Butyl Acetate,105-46-4
sec-Butylbenzene,sec-Butylbenzene,
Selenium,Selenium,7782-49-2
Settleable solids,Settleable solids,
Silane,Silane,7803-62-5
Silica as SiO2,Silica as SiO2,
"Silica, Amorphous","Silica, Amorphous",
"Silica, Fused Respirable Dust","Silica, Fused Respirable Dust",60676-86-0
"Silica, Respirable Crystalline","Silica, Respirable Crystalline",
Silicon,Silicon,7440-21-3
Silicon (Organic Compounds of),Silicon (Organic Compounds of),7440-21-3
Silicon Carbide (Not Whiskers),Silicon Carbide (Not Whiskers),409-21-2
Silver,Silver,7440-22-4
"Silver Compounds, Soluble (As Ag)","Silver Compounds, Soluble (As Ag)",
Simazine,Simazine,122-34-9
Site Weather Conditions,Site Weather Conditions,
Sodium,Sodium,7440-23-5
"Sodium 2-(2,4-Dichlorophenoxy)ethyl Sulphate","Sodium 2-(2,4-Dichlorophenoxy)ethyl Sulphate",136-78-7
Sodium Azide,Sodium Azide,26628-22-8
Sodium Hydrogen Sulphite,Sodium Hydrogen Sulphite,7631-90-5
Sodium Hydroxide,Sodium Hydroxide,1310-73-2
Softwood Dust,Softwood Dust,
"Solids, Ashed STL008","Solids, Ashed STL008",
Solvent Extractable Matter,Solvent Extractable Matter,
Solvents Aromatic total,Solvents Aromatic total,
SOX,sulphur oxides,
Specific individual poly-cyclic aromatic hydrocarbons (PAHs),Specific individual poly-cyclic aromatic hydrocarbons (PAHs),
Stack gas pressure,Stack gas pressure,
Stack gas temperature,Stack gas temperature,
Starch,Starch,9005-25-8
Stirofos,Stirofos,
Strontium,Strontium,
"Strontium, Filtered","Strontium, Filtered",
Styrene,Styrene,100-42-5
Substances Affecting the Taste of the Shellfish,Substances Affecting the Taste of the Shellfish,
Substances Extractable with Chloroform,Substances Extractable with Chloroform,
"Substances Possessing Carcinogenic, Mutagenic or Teratogenic Properties in or via the Aquatic Environment","Substances Possessing Carcinogenic, Mutagenic or Teratogenic Properties in or via the Aquatic Environment",
Subtilisins,Subtilisins,
Sucrose,Sucrose,57-50-1
Sulcofuron,Sulcofuron,
Sulfotep,Sulfotep,3689-24-5
Sulphate,Sulphate,14808-79-8
Sulphide,Sulphide,
Sulphite-reducing Clostridia,Sulphite-reducing Clostridia,
Sulphur,Sulphur,
Sulphur dioxide,Sulphur dioxide,7446-09-05
Sulphur Hexafluoride,Sulphur Hexafluoride,2551-62-4
Sulphuryl Difluoride,Sulphuryl Difluoride,2699-79-8
Surface-Active Substances Reacting with Methylene Blue (Lauryl Sulphate),Surface-Active Substances Reacting with Methylene Blue (Lauryl Sulphate),
Suspended Solids,Suspended Solids,
SVOC,SVOC,
SVOC TICS,SVOC TICS,
SVOCs,SVOCs,
Symetryn,Symetryn,
"Talc, Respirable Dust","Talc, Respirable Dust",14807-96-6
Tantalum,Tantalum,7440-25-7
Tarry Residues and Floating Materials,Tarry Residues and Floating Materials,
Taste,Taste,
"TDE (O,P)","TDE (O,P)",
"TDE (P,P)","TDE (P,P)",
Tebuconazole,Tebuconazole,
Tecnazene,Tecnazene,117-18-0
Tedlar Bag Details,Tedlar Bag Details,
Tellurium,Tellurium,"13494-80-9, 22541-49-7"
Temp,Temperature,
Temperature,Temperature,
Terbuthylazine,Terbuthylazine,5915-41-3
Terbutryn,Terbutryn,
Terphenyl-d14,Terphenyl-d14,
Terphenyls,Terphenyls,26140-60-3
Terpin monohydrate,Terpin monohydrate,
tert-Amyl methyl ether,tert-Amyl methyl ether,
tert-Butyl Acetate,tert-Butyl Acetate,540-88-5
tert-Butylbenzene,tert-Butylbenzene,
tert-Butylmethylether,tert-Butylmethylether,
tert-Butylphenol,tert-Butylphenol,
Tetra and Trichloroethene,Tetra and Trichloroethene,
Tetrabutyl tin,Tetrabutyl tin,
Tetracarbonylnickel (As Ni),Tetracarbonylnickel (As Ni),13463-39-3
Tetrachlorobenzene,Tetrachlorobenzene,
Tetrachloroethane,Tetrachloroethane,
Tetrachloroethene,Tetrachloroethene,
Tetrachloroethene (Perchloroethene),Tetrachloroethene (Perchloroethene),127-18-4
Tetrachloroethylene,Tetrachloroethylene,
Tetrachloromethane,Tetrachloromethane,
Tetrachloromethane (Carbon Tetrachloride),Tetrachloromethane (Carbon Tetrachloride),56-23-5
Tetradecanoic acid,Tetradecanoic acid,
Tetrahydrofuran,Tetrahydrofuran,109-99-9
Tetrasodium Pyrophosphate,Tetrasodium Pyrophosphate,7722-88-5
Thallium,Thallium,7440-28-0
Thiabendazole,Thiabendazole,148-79-8
Thiocyanate,Thiocyanate,
Thionyl Chloride,Thionyl Chloride,2125597
Time Sample Ended,Time Sample Ended,
Time Sample Started,Time Sample Started,
Tin,Tin,7440-31-5
"Tin Compounds, Inorganic","Tin Compounds, Inorganic",
Titanium,Titanium,7440-32-6
Titanium Dioxide,Titanium Dioxide,13463-67-7
TOC (Total Organic Carbon),TOC (Total Organic Carbon),
Tokuthion,Tokuthion,
Tolex,Tolex,
Toluene,Toluene,108-88-3
Toluene Extractable Matter,Toluene Extractable Matter,
Total Acidity,Total Acidity,
Total Chlorinated Hydrocarbons,Total Chlorinated Hydrocarbons,
Total daily volume of discharge,Total daily volume of discharge,
Total Indicative Dose (for Radioactivity),Total Indicative Dose (for Radioactivity),
Total Inhalable Dust,Total Inhalable Dust,
Total Nitrogen,Total Nitrogen,7727-37-9
Total Organic Carbon (TOC),Total Organic Carbon (TOC),7440-44-0
Total Oxidised Nitrogen (TON),Total Oxidised Nitrogen (TON),
Total Pesticides,Total Pesticides,
Total Petroleum Hydrocarbons,Total Petroleum Hydrocarbons,
Total phosphorus,Total phosphorus,7723-14-0
Total suspended solids (TSS),Total suspended solids (TSS),
Total suspended solids (TSS) Spot sample,Total suspended solids (TSS) Spot sample,
Total Volatile Substances (TVS),Total Volatile Substances (TVS),
TPH,TPH,
TPH Aliphatics,TPH Aliphatics,
TPH Aqueous Phase,TPH Aqueous Phase,
TPH Aromatics,TPH Aromatics,
TPH C10-C12,TPH C10-C12,
TPH C10-C16,TPH C10-C16,
TPH C10-C20,TPH C10-C20,
TPH C10-C21,TPH C10-C21,
TPH C10-C39,TPH C10-C39,
TPH C10-C40,TPH C10-C40,
TPH C11-C12,TPH C11-C12,
TPH C12-C16,TPH C12-C16,
TPH C16-C21,TPH C16-C21,
TPH C16-C24,TPH C16-C24,
TPH C20-C40,TPH C20-C40,
TPH C21-C35,TPH C21-C35,
TPH C21-C40,TPH C21-C40,
TPH C24-C40,TPH C24-C40,
TPH C35-C39,TPH C35-C39,
TPH C5-C10,TPH C5-C10,
TPH C5-C35,TPH C5-C35,
TPH C6-C10,TPH C6-C10,
TPH C6-C40,TPH C6-C40,
TPH C6-C8,TPH C6-C8,
TPH C8-C10,TPH C8-C10,
TPH C8-C40,TPH C8-C40,
TPH C9-C40,TPH C9-C40,
TPH GC,TPH GC,
Trans Chlordane,Trans Chlordane,
"trans-1,2-Dichloroethane","trans-1,2-Dichloroethane",
"trans-1,2-Dichloroethene","trans-1,2-Dichloroethene",
"trans-1,3-Dichloropropene","trans-1,3-Dichloropropene",
Transparency,Transparency,
Triadimefon,Triadimefon,
Triallate,Triallate,2303-17-5
Triazophos,Triazophos,24017-47-8
Tribromomethane,Tribromomethane,
Tributlytin oxide (TBTO),Tributlytin oxide (TBTO),
Tributyl Phosphate,Tributyl Phosphate,126-73-8
Tributyltin,Tributyltin,56573-85-4
Tributyltin Compounds,Tributyltin Compounds,688-73-3
Trichlorfon,Trichlorfon,
Trichlorinate,Trichlorinate,
Trichloro-2(2chlorophenyl)2ethane opDDT,Trichloro-2(2chlorophenyl)2ethane opDDT,
Trichloroacetate,Trichloroacetate,76-03-9
Trichlorobenzene,Trichlorobenzene,12002-48-1
Trichlorobenzene (total),Trichlorobenzene (total),
Trichloroethane,Trichloroethane,
Trichloroethene,Trichloroethene,
Trichloroethene (Trichloroethylene),Trichloroethene (Trichloroethylene),79-01-6
Trichloroethylene,Trichloroethylene,
Trichlorofluoromethane,Trichlorofluoromethane,
Trichloronitromethane,Trichloronitromethane,76-06-2
Triclorpyr,Triclorpyr,
Trietazine,Trietazine,
Triethylamine,Triethylamine,121-44-8
Trifluralin,Trifluralin,1582-09-8
Triglycidyl Isocyanurate (TGIC),Triglycidyl Isocyanurate (TGIC),2451-62-9
Trihalomethanes,Trihalomethanes,
Trihalomethanes (total),Trihalomethanes (total),
Trimellitic Anhydride,Trimellitic Anhydride,552-30-7
Trimethyl ester phosphoric acid,Trimethyl ester phosphoric acid,
Trimethyl hexanoic acid,Trimethyl hexanoic acid,
Trimethyl Phosphite,Trimethyl Phosphite,121-45-9
Trimethylbenzenes,Trimethylbenzenes,25551-13-7
Trimethyl-benzenesulphonamide,Trimethyl-benzenesulphonamide,
Trimethylphenols,Trimethylphenols,
Tri-o-tolyl Phosphate,Tri-o-tolyl Phosphate,78-30-8
Triphenyl Phosphate,Triphenyl Phosphate,115-86-6
Triphenyltin,Triphenyltin,
Triphenyltin and Its Derivatives,Triphenyltin and Its Derivatives,668-34-8
Triphenyltin oxide (TPTO),Triphenyltin oxide (TPTO),
Tritium,Tritium,10028-17-8
Tungsten and Its Compounds (As W),Tungsten and Its Compounds (As W),7440-33-7
Turbidity,Turbidity,
Turpentine,Turpentine,8006-64-2
TVA,TVA,
Type,Type,
Unidentified Peak,Unidentified Peak,
Uranium,Uranium,7440-61-1
Urea,Urea,
Valeric acid,Valeric acid,
Valve Opened,Valve Opened,
Valve Position,Valve Position,
Valve Turn Position After,Valve Turn Position After,
Valve Turn Position Before,Valve Turn Position Before,
Vanadium,Vanadium,7440-62-2
Vanadium Pentoxide,Vanadium Pentoxide,1314-62-1
Vinyl Chloride,Vinyl Chloride,75-01-4
Visual Inspection (insitu),Visual Inspection (insitu),
VOC with TICs,VOC with TICs,
VOCs,VOCs,
Volatile Acid Total,Volatile Acid Total,
Volatile Fatty Acids C1-C6,Volatile Fatty Acids C1-C6,
Volatile organic Compounds (VOCs) (as carbon),Volatile organic Compounds (VOCs) (as carbon),
Volume,Volume,
Waste/raw material inputs,Waste/raw material inputs,
Waste/raw material outputs,Waste/raw material outputs,
Water inputs to the Mill,Water inputs to the Mill,
Water outputs,Water outputs,
Water used in manufacturing,Water used in manufacturing,
Water vapour,Water vapour,
Wind Direction,Wind Direction,
Wind Speed,Wind Speed,
Wool Process Dust,Wool Process Dust,
Xylenes,Xylenes,1330-20-7
Xylenols,Xylenols,
Yttrium,Yttrium,7440-65-5
Zinc,Zinc,7440-66-6
"Zinc Chloride, Fume","Zinc Chloride, Fume",7646-85-7
Zinc Distearate,Zinc Distearate,557-05-1
Zirconium Compounds (As Zr) Bottom of Form,Zirconium Compounds (As Zr) Bottom of Form,
